case,nit_noP,nit_P,adj_nit_noP,adj_nit_P,res,Pres,adj_res,adj_Pres,n
pde2961,359,10,394,10,2.5616882850562567e-9,1.503627306547532e-11,2.9785553530929237e-9,1.7602127159017257e-12,2961
pde900,214,7,271,7,1.541038367624341e-9,9.080884485410755e-12,1.398981976192782e-9,7.709348052788332e-13,900
qh882,882,882,882,882,0.7320915038486623,NaN,0.6538507899594939,NaN,882
rbsa480,480,480,480,480,2.015931305944739,1591.580511019158,2.207380786714405,197.03170637032753,480
rbsb480,480,480,480,480,1.7663288498044687,0.38065834974754736,1.743937789150588,0.00021717674589138685,480
rdb2048,2048,9,2048,8,8.586409616401715,7.985107131263339e-12,1.8534295324492236,2.7370798253089534e-12,2048
rdb5000,5000,14,5000,13,8.939767640972736,9.16309292234352e-12,1.8651115933268694,4.948626135408781e-13,5000
rdb968,968,8,968,7,9.452440829757428,4.771803382681086e-12,1.3101563227953168,4.2506473581819984e-12,968
rw136,136,136,136,136,0.6474139331040984,2.1798818255883694e8,3.0823177558732646,1.460223717304411e8,136
rw496,496,496,496,496,0.766182886489527,NaN,4.331350559502616,NaN,496
rw5151,5151,5151,5151,5151,0.9202360255713726,NaN,7.750891897886862,NaN,5151
tub100,100,7,100,7,0.2587652677963664,2.6343015217147023e-11,0.18901106816101595,8.686876130417054e-13,100
tub1000,1000,14,1000,14,0.08312311870585753,3.783255246591535e-9,0.06232781775011484,1.2893176915819098e-11,1000
cryg10000,10000,10000,10000,10000,1816.8671145946366,1645.0569147484532,242.09591006707367,2.74813939819565,10000
cryg2500,2500,2500,2500,2500,735.2295035174728,0.0005230247408566883,102.23936571729939,0.00011023393499396384,2500
dw2048,2048,7,2048,7,0.006691626084297755,4.5739730210964655e-12,0.044338156577334045,3.8916156166343624e-12,2048
dw8192,8192,8192,8192,8192,8.921711178359285,2.286064353796726e31,7.453645288420032,1.557593781633305e90,8192
dwa512,512,8,512,8,0.4189881504667746,2.8351540434895977e-10,1.3032761082885589,1.1318660428562537e-9,512
dwb512,11,4,11,4,1.6183597349797504e-9,2.714469455723063e-12,1.2404992465032734e-9,3.5088802136973912e-12,512
mhd3200a,3200,3200,3200,3200,10392.692519933811,NaN,10298.328660672398,NaN,3200
mhd4800a,4800,4800,4800,4800,13219.55015806413,NaN,13138.489225644893,NaN,4800
qh1484,1484,1484,1484,1484,0.6314414640612667,NaN,0.5970697938842359,NaN,1484
qh768,768,768,768,768,0.7129174888611218,NaN,0.5979613504800299,NaN,768
rdb1250,1250,9,1250,9,0.08249270804702111,5.406647397000792e-11,0.003230442640675198,1.2526528292716745e-12,1250
rdb1250l,1250,8,1250,7,9.478506857917973,2.3359883701346128e-11,1.1487027021500076,4.6755923689470296e-12,1250
rdb200,32,5,32,5,4.679540806138323e-10,3.72194041882213e-11,1.7205432661930593e-10,2.436951238726338e-12,200
rdb200l,39,7,34,7,2.99355564256232e-10,6.774196986019203e-12,7.121568613518797e-10,5.213974794274253e-13,200
rdb2048_noL,2048,11,2048,10,2.334655658062699,1.5701317053234248e-11,0.5144272581344814,5.883903627353818e-12,2048
rdb3200l,3200,11,3200,10,8.974294597180009,4.423473988537931e-12,1.3459259804825412,1.3444169098989292e-12,3200
rdb450,450,7,450,6,0.0012850942793569038,1.8776514718860938e-12,6.389576391168685e-5,9.7696725244047e-12,450
rdb450l,450,7,450,7,2.5373071187899714,2.1575702793961897e-11,0.4992559848920951,1.6591215440102693e-12,450
rdb800l,800,7,800,7,8.22848594363933,1.151580111683954e-11,1.0571414222288258,6.059752310906893e-13,800
tols1090,303,1090,317,1090,1.6760633523833587e-9,1.0804182819295544e16,1.6810714658497224e-9,1.6011601596623593e11,1090
tols2000,368,2000,363,2000,2.2333786712210564e-9,NaN,2.109852878658227e-9,NaN,2000
tols340,218,340,229,340,8.092089497674499e-10,NaN,8.508720727541385e-10,NaN,340
tols4000,416,4000,423,4000,2.9150429206693195e-9,NaN,3.039120359527016e-9,NaN,4000
tols90,90,90,90,90,4.6007588198643796e-8,NaN,4.557507677146441e-7,NaN,90
